,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"The current price of Bitcoin is $5259.57000000.
The current price of BCash is $169.20000000, or 0.03216993 BTC.
The… https://t.co/IC1QQPMuep",1238997097610760192,2020-03-15 01:15:02,Price Ticker,en,,Netral,the current price of bitcoin is 525957000000 the current price of bcash is 16920000000 or 003216993 btc the 
1,Another great thread on the Bitcoin Black Thursday. TL;DR Bitmex went down during the crash to try to stop the cras… https://t.co/Ffp4RaRa7J,1238997084835102720,2020-03-15 01:14:59,Twitter for Android,en,,Positif,another great thread on the bitcoin black thursday tldr bitmex went down during the crash to try to stop the cras 
2,RT @TruthRaiderHQ: #bitcoin is exciting. https://t.co/vafazNKksg,1238997078413639684,2020-03-15 01:14:57,Twitter for Android,en,,Positif, bitcoin is exciting 
3,"RT @BITCOlNBULLISH: 🎉 $300 BITCOIN GIVEAWAY 🎁

To win:
&gt; Follow me + @Bloqport 👈
&gt; RT + Like this
&gt; Comment ‘#Bitcoin’

Do something nice f…",1238997074839875585,2020-03-15 01:14:56,Twitter for Android,en,,Positif, 300 bitcoin giveaway to win gt follow me  gt rt  like this gt comment bitcoin do something nice f 
4,"RT @OfficialOverbit: 🌟#Overbit Twitter #Giveaway Campaign First Week Day 5🌟

To celebrate Overbit’s revamped #trading platform, we are givi…",1238997066044583938,2020-03-15 01:14:54,Twitter for Android,en,,Positif, overbit twitter giveaway campaign first week day 5 to celebrate overbit s revamped trading platform we are givi 
5,RT @thacondition: This is HARD AS FUCK.,1238997027712692224,2020-03-15 01:14:45,Twitter for iPhone,en,,Negatif, this is hard as fuck
6,"RT @lessin: 1/ On bitcoin: some people have been asking me my view on sell off we are seeing right now, given the general theory that BTC s…",1238997010864209920,2020-03-15 01:14:41,Twitter Web App,en,,Positif, 1 on bitcoin some people have been asking me my view on sell off we are seeing right now given the general theory that btc s 
7,New post (With $1.5 Billion Under Management Grayscale Bitcoin Trust Slides 30%) has been published on Crypto Mainf… https://t.co/cwiYzC4Qex,1238997001661972481,2020-03-15 01:14:39,cryptomainframe,en,,Positif,new post with 15 billion under management grayscale bitcoin trust slides 30 has been published on crypto mainf 
8,@EWAWUNMIII Bitcoin👹,1238996989100113921,2020-03-15 01:14:36,Twitter for iPhone,en,,Netral, bitcoin 
9,RT @HSchendera: Crypto Exchanges Make Emergency Moves to Deal With Disrupted Transactions: Some crypto exchanges around the world struggled…,1238996972020723712,2020-03-15 01:14:32,dlvr.it,en,,Netral, crypto exchanges make emergency moves to deal with disrupted transactions some crypto exchanges around the world struggled 
10,"RT @HBarPrice: #HBAR has greater volume than #bitcoin on #upbit

The Korean market is driving #HBAR with 69% of the global daily volume.

K…",1238996954991874054,2020-03-15 01:14:28,Twitter for Android,en,,Positif, hbar has greater volume than bitcoin on upbit the korean market is driving hbar with 69 of the global daily volume k 
11,@moonwhiz @crypto_birb Why would anyone buy bitcoin in this economic climate?,1238996938231615490,2020-03-15 01:14:24,Twitter for Android,en,,Positif, why would anyone buy bitcoin in this economic climate
12,Whale Transfers Bitcoin Worth $10 Million to Bitstamp; Dump Incoming? https://t.co/pumQBCk3KO https://t.co/vLRldMsnL7,1238996931499544577,2020-03-15 01:14:22,WordPress.com,en,,Positif,whale transfers bitcoin worth 10 million to bitstamp dump incoming 
13,"If btc dropped to $100
then LINK would be
.039
Do you really think that's all link is worth?
Because that's about w… https://t.co/CHirf56Kps",1238996912373563396,2020-03-15 01:14:18,Twitter for Android,en,,Positif,if btc dropped to 100 then link would be 039 do you really think thats all link is worth because thats about w 
14,RT @JanetWintsbit: Chrome slowing down your computer? Browse safely and securely with built in ad-blocker &amp; still use chrome extensions! Ea…,1238996905016864768,2020-03-15 01:14:16,Twitter Web App,en,,Positif, chrome slowing down your computer browse safely and securely with built in adblocker amp still use chrome extensions ea 
15,Will it ever end? Gerard Butler has invested their entire net worth in Bitcoin due to a tip-off that Prince Harry c… https://t.co/YYVAsA6htU,1238996904513601538,2020-03-15 01:14:16,"Cheap Bots, Done Quick!",en,,Positif,will it ever end gerard butler has invested their entire net worth in bitcoin due to a tipoff that prince harry c 
16,"RT @WazirXIndia: ⚡️ INR deposits &amp; withdrawals are back on WazirX ⚡️

To celebrate this amazing news, we're giving away 135 $WRX tokens (wo…",1238996885328691200,2020-03-15 01:14:11,Twitter for Android,en,,Positif, inr deposits amp withdrawals are back on wazirx to celebrate this amazing news were giving away 135 wrx tokens wo 
17,"RT @llamamarket: #bitcoin
If one of my followers is shorting at the moment.
Quick recap. As far as Crypto Twitter is concerned, I've lapped…",1238996879813165056,2020-03-15 01:14:10,Twitter for iPhone,en,,Positif, bitcoin if one of my followers is shorting at the moment quick recap as far as crypto twitter is concerned ive lapped 
18,"RT @BigChonis: $BTC - based on the recent price action I have more confidence that #bitcoin can go much lower, its correlation with global…",1238996879376961537,2020-03-15 01:14:10,Twitter Web App,en,,Positif, btc  based on the recent price action i have more confidence that bitcoin can go much lower its correlation with global 
19,"@Navang25 @davidowenjames Send me one Bitcoin and I'll send you one roll. TP price going up, BTC price going down.… https://t.co/aZFxqiPvC2",1238996866383126529,2020-03-15 01:14:07,Twitter for Android,en,,Negatif, send me one bitcoin and ill send you one roll tp price going up btc price going down 
20,"Three coronavirus cases confirmed in Queen's local hospital 
MailOnline - Coronavirus - News - Noticias - Bitcoin -… https://t.co/BwKPLQ0cSY",1238996859789676544,2020-03-15 01:14:05,MAX_NET,en,,Positif,three coronavirus cases confirmed in queens local hospital mailonline  coronavirus  news  noticias  bitcoin  
21,"Trade with binary today 
In less than 1weeks you get max returns sure profits without no delay make good money… https://t.co/wO3d1HI08f",1238996848561532928,2020-03-15 01:14:02,Twitter for Android,en,,Positif,trade with binary today in less than 1weeks you get max returns sure profits without no delay make good money 
22,"RT @REZIAK07: GameStop e-gift cards (USA). Get them on @openbazaar and @HavenPrivacy
Follow @dropship_i 
Click here:https://t.co/KWCBEe8rm6…",1238996830567841793,2020-03-15 01:13:58,Twitter for Android,en,,Netral, gamestop egift cards usa get them on and follow click here 
23,RT @Crypto_Monsoon: I'm putting this out there so that if we don't get the #bitcoin drop I expect soon...you can laugh in my face for darin…,1238996814176673792,2020-03-15 01:13:54,Twitter for iPhone,en,,Positif, im putting this out there so that if we dont get the bitcoin drop i expect soonyou can laugh in my face for darin 
24,Bitcoin Price Will Not Drop Below the $2000 Mark: Tone Vays https://t.co/orNV8ELT0r https://t.co/DIK8DXvHrV,1238996813212012546,2020-03-15 01:13:54,WordPress.com,en,,Netral,bitcoin price will not drop below the 2000 mark tone vays 
25,@BitDigiNet @W3stW1ck3dW1tch @CalvinAyre So how do you determine what is bitcoin?  You have no idea what bitcoin is… https://t.co/KjNidciXRC,1238996791858692098,2020-03-15 01:13:49,Twitter Web App,en,,Netral, so how do you determine what is bitcoin you have no idea what bitcoin is 
26,#bitcoin is exciting. https://t.co/vafazNKksg,1238996782916546561,2020-03-15 01:13:47,Twitter for iPhone,en,,Positif,bitcoin is exciting 
27,"🔄 Prices update in $USD (1 hour):

$BTC - 5198.9 $  (+1.13 %)
$ETH - 122.24 $  (+0.66 %)
$XRP - 0.15 $    (+0.05 %)… https://t.co/5UwNBsePck",1238996780521570304,2020-03-15 01:13:46,Kraken prices,en,,Netral, prices update in usd 1 hour btc  51989  113  eth  12224  066  xrp  015  005  
28,"@BITCOlNBULLISH @Bloqport #Bitcoin 
#BTC 

Done sir
Goodluck everyone",1238996775450464258,2020-03-15 01:13:45,Twitter for Android,en,,Netral, bitcoin btc done sir goodluck everyone
29,"RT @sylcloutier: In this crypto space, we need real utility, not just speculation and ""store of value"" discussion! #digitalpayments #DASH #…",1238996774565617666,2020-03-15 01:13:45,Twitter for Android,en,,Positif, in this crypto space we need real utility not just speculation and store of value discussion digitalpayments dash  
