,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,@inti99871718 @Bitcoin thanks for sharing,1237187135989481473,2020-03-10 01:22:53,Twitter Web Client,en,,Positif, thanks for sharing
1,"RT @airdropratingio: 🔷EXCLUSIVE! Easily earn 0.5 EURS. Listed on CoinMarketCap!
🔷NO KYC!
🔷Reward distribution instantly after the campaign…",1237187129207226369,2020-03-10 01:22:52,Twitter Web App,en,,Positif, exclusive easily earn 05 eurs listed on coinmarketcap no kyc reward distribution instantly after the campaign 
2,"RT @coingecko: Your Opinion: Would you consider Bitcoin #BTC a ""safe haven"" ?",1237187105534758912,2020-03-10 01:22:46,Twitter for Android,en,,Positif, your opinion would you consider bitcoin btc a safe haven 
3,"RT @fintechfrank: “It was 2023, 3 years after the Coronavirus ravaged financial markets. At the time, I sought refuge in the mountains and…",1237187092570144768,2020-03-10 01:22:43,Twitter for iPhone,en,,Netral, it was 2023 3 years after the coronavirus ravaged financial markets at the time i sought refuge in the mountains and 
4,"RT @WilliecapsWorld: ✅2,000 $DOGE + 10,000 $CORN Daily (9th) Giveaway!

🥉3 winners

🌽Follow US &amp; @BITCORNhub @MarketTradersTV 
🌽Like &amp; Retw…",1237187075562070016,2020-03-10 01:22:39,Twitter for Android,en,,Netral, 2000 doge  10000 corn daily 9th giveaway 3 winners follow us amp like amp retw 
5,"RT @DGBGiveaway: Have you heard of $DGB #Digibyte
We're #2 ...We are coming for you $BTC #Bitcoin 

We are faster, more secure and #awesome…",1237187074219896832,2020-03-10 01:22:38,Twitter for Android,en,,Positif, have you heard of dgb digibyte were 2 we are coming for you btc bitcoin we are faster more secure and awesome 
6,"RT @Bloqport: Giving 1 follower $100 in the crypto of their choice 💸

• Retweet this
• Join https://t.co/tVQCNiLyQH
• Follow @Bloqport
• Co…",1237187053348982784,2020-03-10 01:22:33,Twitter for Android,en,,Netral, giving 1 follower 100 in the crypto of their choice retweet this join follow co 
7,RT @BitStarzInsider: Throw your name in the mix to be one of 50 lucky people to take home 20 mBTC each in our smashing #BitStarz free #Bitc…,1237187049154916358,2020-03-10 01:22:32,Twitter Web Client,en,,Positif, throw your name in the mix to be one of 50 lucky people to take home 20 mbtc each in our smashing bitstarz free bitc 
8,RT @gaborgurbacs: 3x Oil ETN dumps ~52% in a day. No regulator can ever again tell me that a #Bitcoin #ETF may be too volatile or manipulat…,1237187038803156992,2020-03-10 01:22:30,Twitter for Android,en,,Netral, 3x oil etn dumps 52 in a day no regulator can ever again tell me that a bitcoin etf may be too volatile or manipulat 
9,"RT @hodloncomrades: If you have read:
The Bitcoin Standard @saifedean 
The Bullish Case For Bitcoin @real_vijay 
And still don't hodl #bitc…",1237187029072371712,2020-03-10 01:22:28,Twitter for iPhone,en,,Netral, if you have read the bitcoin standard the bullish case for bitcoin and still dont hodl bitc 
10,One of the best videos that explains Bitcoin in less than a minute. Dont be afraid to get started t...… https://t.co/9JD90wZ7Lh,1237187005504786436,2020-03-10 01:22:22,My Work Fun Content,en,,Positif,one of the best videos that explains bitcoin in less than a minute dont be afraid to get started t 
11,RT @PeterSchiff: @JKwoski Nothing will help Bitcoin.  Put a fork in it.  It's done.,1237186997829144577,2020-03-10 01:22:20,Twitter Web App,en,,Netral, nothing will help bitcoin put a fork in it its done
