,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @SatoshiFlipper: Note on our macro view:

I'm betting heavy that we will be back out of this downward channel before the start of May.…",1238814749485400069,2020-03-14 13:10:26,Twitter for Android,en,,Negatif, note on our macro view im betting heavy that we will be back out of this downward channel before the start of may 
1,"RT @makerdemy: How will all the chaos in the world impact the price of bitcoin?

https://t.co/YZafLNTTcv

#bitcoin #cryptotechnology #crypt…",1238814749456039936,2020-03-14 13:10:26,Twitter for iPhone,en,,Netral, how will all the chaos in the world impact the price of bitcoin bitcoin cryptotechnology crypt 
2,"RT @MXC_Fans: @MXC_Exchange AMA --InfinityDeFi
 Join to win $INFD 🎁

Enter:
💽Follow @MXC_Fans and @infinity_fi
💽Like &amp; RT
💽Tag 3 friends

【…",1238814745613852673,2020-03-14 13:10:26,Twitter Web App,en,,Positif, ama infinitydefi join to win infd enter follow and like amp rt tag 3 friends 
3,@MrPP85519997 @nhlameck @MusevenzoL @daddyhope @TrevorNcube @ConvoWithTrevor Do not post dunderhead replies on twee… https://t.co/hEdralzoXV,1238814737963651072,2020-03-14 13:10:24,Twitter for iPhone,en,,Netral, do not post dunderhead replies on twee 
4,1 BTC Price: Bitstamp 5424.97 USD Coinbase  USD #btc #bitcoin 2020-03-14 09:10 https://t.co/ORN747QK4B,1238814730770239490,2020-03-14 13:10:22,CoinTweety,en,,Netral,1 btc price bitstamp 542497 usd coinbase usd btc bitcoin 20200314 0910 
5,"@ProfJAParker Best available theory says the Bitcoin price is a risk-adjusted martingale, and pretty much any risk-… https://t.co/OQtagL0YKR",1238814717935783936,2020-03-14 13:10:19,Twitter for iPad,en,,Positif, best available theory says the bitcoin price is a riskadjusted martingale and pretty much any risk 
6,"RT @CryptoDebby: 👾👾EXCHANGE👾👾

Use the link or QR code to sign up  @binance and get 10% discount on all trades you make ! 🔥🔥🔥

✔https://t.c…",1238814706766360576,2020-03-14 13:10:16,Twitter Web App,en,,Netral, exchange use the link or qr code to sign up and get 10 discount on all trades you make  
7,"RT @blockfolio: In 2011, Bitcoin fell 95% from $31 to under $2.

What doesn't kill Bitcoin, only makes it stronger.",1238814694238040065,2020-03-14 13:10:13,Twitter Web App,en,,Netral, in 2011 bitcoin fell 95 from 31 to under 2 what doesnt kill bitcoin only makes it stronger
8,"RT @carmindabrendel: Bitcoin price crashes spectacularly, losing 20 per cent of its value in minutes | The Independent https://t.co/aVoPE13…",1238814693130670080,2020-03-14 13:10:13,Twitter Web App,en,,Positif, bitcoin price crashes spectacularly losing 20 per cent of its value in minutes  the independent 
9,coindesk: udi wetheimer on  cyperpunk myths and bitcoin in real life https://t.co/p8zROPsSee,1238814670120615937,2020-03-14 13:10:08,crypto retreat,en,,Positif,coindesk udi wetheimer on cyperpunk myths and bitcoin in real life 
