,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @jtothegee: Got my $CCDC V4 for FREE and paid $ for it! Thanks sir @Rhett800cc, admins and #800cc!!! 🙏🐼🚀💵

#FridayThe13th #FreeCrypto #C…",1238720687864496134,2020-03-14 06:56:40,Twitter for iPhone,en,,Positif, got my ccdc v4 for free and paid  for it thanks sir admins and 800cc fridaythe13th freecrypto c 
1,RT @spreadaheart: Treasury Secretary Mnuchin just said the Federal Reserve and Treasury are working to provide “unlimited liquidity” to the…,1238720652997255168,2020-03-14 06:56:32,Twitter for iPhone,en,,Netral, treasury secretary mnuchin just said the federal reserve and treasury are working to provide unlimited liquidity to the 
2,RT @Snowden: This is the first time in a while I've felt like buying bitcoin. That drop was too much panic and too little reason.,1238720644767834117,2020-03-14 06:56:30,Twitter for Android,en,,Positif, this is the first time in a while ive felt like buying bitcoin that drop was too much panic and too little reason
3,"RT @RhythmicAnalyst: $BTC is likely to go down now...!

#Bitcoin #BTC https://t.co/AZ1uK95hHN",1238720639269134336,2020-03-14 06:56:29,Twitter for iPhone,en,,Negatif, btc is likely to go down now bitcoin btc 
4,RT @dstrbtdhth: Bitcoin is down $600 from when I bought it half an hour ago. Maybe it was “catching a falling knife” but that trade got me…,1238720633594425346,2020-03-14 06:56:28,Idioms Community,en,,Positif, bitcoin is down 600 from when i bought it half an hour ago maybe it was catching a falling knife but that trade got me 
5,"Saturday midday #bitcoinwalking 🚶‍♀️🤠😄😻🦘in cloudy Brisbane,Au 2nd pod listened to from ""Bitcoin Rapid Fire"" John Va… https://t.co/PhwtyjreFC",1238720621342642177,2020-03-14 06:56:25,Twitter Web App,en,,Netral,saturday midday bitcoinwalking in cloudy brisbaneau 2nd pod listened to from bitcoin rapid fire john va 
6,@PeterSchiff @KevinSvenson_ Bitcoin may very well become worthless. I don't see how that is any consolation to your… https://t.co/fobaXLgPmd,1238720614795317248,2020-03-14 06:56:23,Twitter Web App,en,,Negatif, bitcoin may very well become worthless i dont see how that is any consolation to your 
7,@Bitcoin quantum computing will destroy $btc,1238720600211959809,2020-03-14 06:56:20,Twitter for Android,en,,Negatif, quantum computing will destroy btc
8,@MatiGreenspan #bitcoin will never go under 3k again.,1238720572877459456,2020-03-14 06:56:13,Twitter for iPad,en,,Netral, bitcoin will never go under 3k again
9,RT @Trader_Recluse: Would it surprise you if #bitcoin were to hit $1000?,1238720537272233984,2020-03-14 06:56:05,Twitter Web App,en,,Netral, would it surprise you if bitcoin were to hit 1000
