,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,@PollsBitcoin @hodl_american @matt_odell Take your pick https://t.co/t2tx2vKLKQ,1236194195703877632,2020-03-07 07:37:18,Twitter for Android,en,,Netral, take your pick 
1,How much junk do you have in your home or garage? Sell it all on eBay. You know what to do #Bitcoin,1236194191828348930,2020-03-07 07:37:17,Twitter for iPhone,en,,Positif,how much junk do you have in your home or garage sell it all on ebay you know what to do bitcoin
2,"@Vis_in_numeris FALSE!  Satoshi has 1,000,000 bitcoin!!",1236194146685251585,2020-03-07 07:37:06,Twitter for iPhone,en,,Negatif, false satoshi has 1000000 bitcoin
3,success of the bitcoin proves that money first and foremost depends on trust. Neither gold nor bonds are needed to… https://t.co/m24zPzykEc,1236194140859269120,2020-03-07 07:37:05,Twitter for iPhone,en,,Positif,success of the bitcoin proves that money first and foremost depends on trust neither gold nor bonds are needed to 
4,Can you trust a hardware wallet that has been given out at an exhibition or as part of a publicity campaign? The an… https://t.co/7tr6R8disu,1236194139131252739,2020-03-07 07:37:04,SocialOomph,en,,Netral,belum you trust a hardware wallet that has been given out at an exhibition or as part of a publicity campaign the an 
5,RT @nielo_2wit: Are you interested in learning how to make money through bitcoin without investing your own money? Just click here to join…,1236194127697637377,2020-03-07 07:37:02,Twitter for Android,en,,Positif, are you interested in learning how to make money through bitcoin without investing your own money just click here to join 
6,"RT @Josh_Rager: $BTC

Any long trade is a short term trade until Bitcoin can break and hold above the $9500s

$9400s to $9500s has played a…",1236194086723477506,2020-03-07 07:36:52,Twitter for Android,en,,Negatif, btc any long trade is a short term trade until bitcoin belum break and hold above the 9500s 9400s to 9500s has played a 
7,@EconomicPilgrim @JanGold_ To gain the skills and knowledge to use Bitcoin correctly might take many years. There m… https://t.co/eUdLnrWZwB,1236194074878672896,2020-03-07 07:36:49,Twitter Web App,en,,Positif, to gain the skills and knowledge to use bitcoin correctly might take many years there m 
8,"RT @CloakFX_trading: Exchange Rates Daily Today 06.03.2020 — $USD $EUR $JPY $CHF $CAD $AUD $NZD $CNY $GBP $XAU $BTC $USDC $CLOAK

 📈 https:…",1236194059988774918,2020-03-07 07:36:45,Twitter for Android,en,,Netral, exchange rates daily today 06032020 usd eur jpy chf cad aud nzd cny gbp xau btc usdc cloak https 
9,"RT @DigiFinex: This week in #crypto:
✦ India legalizes cryptocurrency trading
✦ S.Korea provides a framework for crypto businesses
✦ LINE t…",1236194024689524736,2020-03-07 07:36:37,Twitter for Android,en,,Netral, this week in crypto india legalizes cryptocurrency trading skorea provides a framework for crypto businesses line t 
10,Pick of the Day: New to Sports betting (sorta) https://t.co/ezVSWq7Ol5 ►  https://t.co/0I4IIflkwI  √,1236194002233245696,2020-03-07 07:36:32,dlvr.it,en,,Positif,pick of the day new to sports betting sorta 
11,"Blockchain Development Services for Finance Projects!
FREE Demo here 👉 https://t.co/igLAVRq5eD 

Financial Services… https://t.co/q4GfosoSHL",1236194001029484550,2020-03-07 07:36:31,Twitter Web App,en,,Positif,blockchain development services for finance projects free demo here financial services 
12,@elonmusk I'm an anonymous beggar. Begging for bitcoin so that begging won't be a...visible thing. So here is an an… https://t.co/lpJcZFSLPq,1236193988404633600,2020-03-07 07:36:28,Twitter for Android,en,,Netral, im an anonymous beggar begging for bitcoin so that begging wont be avisible thing so here is an an 
13,"RT @Bloqport: HUGE GIVEAWAY, 
EVERYONE WILL WIN:

Giving away 100000 #Bitcoin sats between the first 1000 people who enter this giveaway.…",1236193979227570176,2020-03-07 07:36:26,Twitter Web App,en,,Positif, huge giveaway everyone will win giving away 100000 bitcoin sats between the first 1000 people who enter this giveaway 
14,"RT @WillyWonkaXRP: Coinbase CEO Says Bitcoin (BTC) May Lose Cryptocurrency Race to Altcoins 

Because #BTC is a shitcoin! 

HOLD the GOLD 👉…",1236193953185173505,2020-03-07 07:36:20,Twitter for Android,en,,Netral, coinbase ceo says bitcoin btc may lose cryptocurrency race to altcoins because btc is a shitcoin hold the gold 
15,"Congratulations to our recent successful bitcoin mining beneficiaries.The do all your self squad,fund your account… https://t.co/lQQxqHLWMA",1236193940765913088,2020-03-07 07:36:17,Twitter Web App,en,,Positif,congratulations to kami recent successful bitcoin mining beneficiariesthe do all your self squadfund your account 
16,RT @DigiFinex: 66 days till the next #bitcoin halving! ⏳Remember to stack sats because #bitcoin is a truly scarce asset. Now you can buy $B…,1236193931043295237,2020-03-07 07:36:15,Twitter for Android,en,,Netral, 66 days till the lanjut bitcoin halving remember to stack sats because bitcoin is a truly scarce asset now you belum buy b 
17,BitPanda CEO Eric Demuth Says Bitcoin Is Gold 2.0 for Millenials #Bitcoin via https://t.co/gydENhzRSg https://t.co/b9L0hC0I9d,1236193913003794432,2020-03-07 07:36:10,TwinyBots,en,,Netral,bitpanda ceo eric demuth says bitcoin is gold 20 for millenials bitcoin via 
18,"RT @MustacheTommy: Bitcoin Recognized as Money by French Court 
1)  First India
2)  Next Korea
3)  Now France

Crypto is on a roll this wee…",1236193902996131842,2020-03-07 07:36:08,Twitter Web App,en,,Positif, bitcoin recognized as money by french court 1 first india 2 lanjut korea 3 now france crypto is on a roll this wee 
19,RT @quasagroup: Bitcoin (BTC) Now Qualified as Legal Form of Money by French Authorities #Bitcoin via https://t.co/arGOrXVlVe https://t.co/…,1236193896516014081,2020-03-07 07:36:06,Twitter for iPad,en,,Positif, bitcoin btc now qualified as legal form of money by french authorities bitcoin via 
20,"RT @blocknewsafrica: Are you ready for the biggest Blockchain event on the African continent?

#Bitcoin #SouthAfrica @BlockchainZA #Blockch…",1236193896322957313,2020-03-07 07:36:06,Twitter Web App,en,,Positif, are you ready for the biggest blockchain event on the african continent bitcoin southafrica blockch 
21,RT @Xentagz: #Bitcoin Could ‘Moon’ If Jack Dorsey Is Ousted From Twitter https://t.co/OOw0DcErRz,1236193896117530624,2020-03-07 07:36:06,Twitter for Android,en,,Netral, bitcoin could moon if jack dorsey is ousted from twitter 
22,"Thinking of selling giftcards?
Think nairabitkoin!
Thinking of trading bitcoin &amp; ETH?
Think nairabitkoin!

It’s rea… https://t.co/9tDta2ITkA",1236193892149743616,2020-03-07 07:36:05,Twitter for Android,en,,Netral,thinking of selling giftcards think nairabitkoin thinking of trading bitcoin sampai eth think nairabitkoin it s rea 
23,"RT @CryptoMichNL: Reached 50K followers (again, after losing a ton) -&gt; Another giveaway.

&amp; the group exists for 2 years: Giving away 1 $LT…",1236193856724463616,2020-03-07 07:35:57,Twitter for Android,en,,Netral, reached 50k followers again after losing a ton begitu another giveaway sampai the group exists for 2 years giving away 1 lt 
24,"RT @BetHashTeam: 🎁#Daily $USDT #Giveaway🎁
SATURDAY 07/03 - 1 Random👨‍🦱will #win every day!

Steps:
✅Like &amp; Retweet this tweet
✅Follow @BetH…",1236193849032290305,2020-03-07 07:35:55,Twitter for Android,en,,Positif, daily usdt giveaway saturday 0703  1 random will win every day steps like sampai retweet this tweet follow 
25,"RT @airdropratingio: 🔷EXCLUSIVE! Easily earn 0.5 EURS. Listed on CoinMarketCap!
🔷NO KYC!
🔷Reward distribution instantly after the campaign…",1236193843629953024,2020-03-07 07:35:54,Twitter Web App,en,,Positif, exclusive easily earn 05 eurs listed on coinmarketcap nomor kyc reward distribution instantly after the campaign 
26,"RT @zeusyeet: 🎁 20$ $USDT #Giveaway 🎁

⭐️Follow: @OKEx_Zoe
⭐️RT + Tag 2 friends 
⭐️Join the telegram group👇
https://t.co/nx7c9xhfzu

⏰ Roll…",1236193835836899328,2020-03-07 07:35:52,Twitter Web App,en,,Netral, 20 usdt giveaway follow rt  tag 2 friends join the telegram group roll 
27,"RT @periccoma: ""MEN WILL EMBARRASS YOU"" is the latest trend. Sigh!

That's aside, I will be hosting a cryptocurrency (bitcoin, etherium) cl…",1236193828832337920,2020-03-07 07:35:50,Twitter for Android,en,,Positif, men will embarrass you is the latest trend sigh thats aside i will be hosting a cryptocurrency bitcoin etherium cl 
29,"Bitcoin (BTC) Is A Legal Form Of Currency, French Courts Rules

#French #Bitcoin #crytotrading #Bitcoinnews #Crypto… https://t.co/issxzi3D1t",1236193814185992192,2020-03-07 07:35:47,Hootsuite Inc.,en,,Positif,bitcoin btc is a legal form of currency french courts rules french bitcoin crytotrading bitcoinnews crypto 
30,"""Which they could've printed instead... ""
yeah that was really stupid! #bitcoin https://t.co/wsCTjauM75",1236193797689745408,2020-03-07 07:35:43,Twitter Web App,en,,Negatif,which they couldve printed instead  yeah that was really stupid bitcoin 
31,RT @ViraltrendO: Sign up to https://t.co/1eVff3T6Ph now to get started 🕺🏾🕺🏾🕺🏾🕺🏾🕺🏾#CoronaVirusChallenge #FridayMotivation #MoneyHeist4 #Juda…,1236193793889755136,2020-03-07 07:35:42,Twitter Web App,en,,Netral, sign up to now to get started coronaviruschallenge fridaymotivation moneyheist4 juda 
32,The Hardware Bitcoin Wallet. Get Trezor now for only 89 EUR https://t.co/RyPUbEzrNS #btc #bitcoin 02 https://t.co/Anh867t8aK,1236193785333182464,2020-03-07 07:35:40,CoinTweety,en,,Netral,the hardware bitcoin wallet get trezor now for only 89 eur btc bitcoin 02 
33,RT @MonoMesa: I think I overdid my staking machine for #Ethereum #POS https://t.co/sVwwcWKqiI,1236193780031774720,2020-03-07 07:35:39,Twitter for iPhone,en,,Netral, i think i overdid my staking machine for ethereum pos 
34,⚡️⚡️ 50% OFF VIP MEMBERSHIP LIFETIME !! 0.5 $ETH instead of 1 $ETH ! SHORT TERM CALLS = HIGH PROFITS !! To join sen… https://t.co/IRKzSobPSs,1236193763174858753,2020-03-07 07:35:35,Twitter for iPhone,en,,Positif, 50 off vip membership lifetime  05 eth instead of 1 eth  short term calls  high profits  to join sen 
38,RT @NickSzabo4: So easy to take risks with other people's money. So hard to  find a platform that minimizes risks to your money. I found on…,1236193673198657536,2020-03-07 07:35:13,Twitter for iPhone,en,,Positif, so easy to take risks with other peoples money so hard to find a platform that minimizes risks to your money i found on 
39,Bitcoin is now Legal Tender in France - The Merkle via BTCnews for iOS https://t.co/0AWRi0jr0D,1236193671336390656,2020-03-07 07:35:13,BTCNewsApp,en,,Positif,bitcoin is now legal tender in france  the merkle via btcnews for ios 
40,France Says Bitcoin Is Money as Industry Cheers Bullish Week for Crypto - BeInCrypto via BTCnews for iOS https://t.co/b6g4pD0p8t,1236193671302852608,2020-03-07 07:35:13,BTCNewsApp,en,,Netral,france says bitcoin is money as industry cheers bullish week for crypto  beincrypto via btcnews for ios 
41,get it together bitcoin u look like ass,1236193663857770496,2020-03-07 07:35:11,Twitter Web App,en,,Netral,get it together bitcoin kamu look like ass
