,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @linkupar: #linkup #blockchain based #app , secure #encription and daily #earnings!! 💰

↪ #follow #seguime #SDV @linkupar👇
↪POST your fa…",1236623615178801152,2020-03-08 12:03:39,Twitter for Android,en,,Positif, linkup blockchain based app  secure encription and daily earnings follow seguime sdv post your fa 
1,Check this out Ikonic Bitcoin art https://t.co/H7Ns04gedI,1236623610795773952,2020-03-08 12:03:38,Twitter for iPhone,en,,Netral,check this out ikonic bitcoin art 
2,"RT @koinprocom: 🔶💹Do you know someone who #trade #Bitcoin?💹🔶

Then take the 🔥 41.7% 🔥 #COMMISSION 🔥 from all the #trades your friend will m…",1236623597445079040,2020-03-08 12:03:35,Twitter Web App,en,,Netral, do you know someone who trade bitcoin then take the 417 commission from all the trades your friend will m 
3,RT @LinkupVe: Today for International #WomensDay2020 we have open the Pre-Registration in #Linkup where you will win #Money #Crypto in a wa…,1236623593452249088,2020-03-08 12:03:34,Twitter for Android,en,,Positif, today for international womensday2020 we have open the preregistration in linkup where you will win money crypto in a whatsapp 
4,"#GOLD İN

#Bitcoin #btc #WallStreet #NASDAQ #DOW  bla bla OUT

#GOLD years coming. we ll see very soon.",1236623573172850690,2020-03-08 12:03:29,Twitter for Android,en,,Positif,gold i dan bitcoin btc wallstreet nasdaq dow bla bla out gold years coming we ll see very soon
5,"RT @ApeOfSatoshi: Install the $Pi π Currency Mining App and win #doge

❤Follow, Retweet &amp; Like❤

✔Download on https://t.co/ZWKD8CYf0y (Goog…",1236623564675178497,2020-03-08 12:03:27,Twitter for Android,en,,Positif, install the tapi currency mining app and win doge follow retweet sampai like unduh on goog 
6,Tamil Guide: Cryptocurrency Meaning and How to Buy Bitcoin in India — Interview With Giottus https://t.co/Z7uCFzVptq https://t.co/gyHkfMNQmB,1236623555850170369,2020-03-08 12:03:25,WordPress.com,en,,Netral,tamil guide cryptocurrency meaning and how to buy bitcoin in india interview with giottus 
7,"@richbrat2 @carmindabrendel But much of the thread has splintered off to bitcoin discussion, so I am seeing some co… https://t.co/8IgBHQsbSm",1236623543330394112,2020-03-08 12:03:22,Twitter for Android,en,,Positif, but much of the thread has splintered off to bitcoin discussion so i am seeing some co 
8,"RT @kuailianprotoc1: Historical results of the Smart Pool LR product since 2018

#results #dailyprofits #decentralized #protocol #blockchai…",1236623534002184192,2020-03-08 12:03:20,Twitter for iPad,en,,Positif, historical results of the smart pool lr product since 2018 results dailyprofits decentralized protocol blockchai 
9,"RT @pierre_rochard: ""central bank digital currencies""

All of the inconvenience of using Bitcoin, without any of the upside. 

Only governm…",1236623530067931137,2020-03-08 12:03:19,Twitter for Android,en,,Netral, central bank digital currencies all of the inconvenience of using bitcoin without any of the upside only governm 
10,"RT @freebitco: 2x reward points (RP) promotion starts in 24 Hours and will run for 48 hours!

You can redeem your points and win cool stuff…",1236623529895792642,2020-03-08 12:03:19,Twitter for Android,en,,Positif, 2x reward points rp promotion starts in 24 hours and will run for 48 hours you belum redeem your points and win cool stuff 
11,"RT @Linkup_Ke: 4 Things You Need to Know Before You Invest in Bitcoin.
- Don’t invest on emotion.
- Know what you’re buying.
- Know how to…",1236623525479419905,2020-03-08 12:03:18,Twitter for Android,en,,Netral, 4 things you need to know before you invest in bitcoin  don t invest on emotion  know what you reply buying  know how to 
12,"Maybe it’s me but #bitcoin still looking bullish.

The #halving is now close, let’s see if $btc will move back abov… https://t.co/By0gJBYYyS",1236623512284147713,2020-03-08 12:03:15,Twitter for iPhone,en,"Place(_api=<tweepy.api.API object at 0x0D123190>, id='aa7f54ab4d11f8cb', url='https://api.twitter.com/1.1/geo/id/aa7f54ab4d11f8cb.json', place_type='city', name='Ottignies-Louvain-la-Neuve', full_name='Ottignies-Louvain-la-Neuve, Belgique', country_code='BE', country='Belgium', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0D123190>, type='Polygon', coordinates=[[[4.4918239, 50.6490413], [4.6483576, 50.6490413], [4.6483576, 50.6965208], [4.4918239, 50.6965208]]]), attributes={})",Netral,mungkin it s me but bitcoin masih looking bullish the halving is now close let s see if btc will move back abov 
13,"RT @Bitsahara: #Bitcoin matters for Freedom.
 
RT for 10,000 Sats on Lightning!

8 Winners in 4 Hours!⚡️

Start Lightning: https://t.co/pE8…",1236623511332048904,2020-03-08 12:03:15,Twitter Web App,en,,Netral, bitcoin matters for freedom rt for 10000 sats on lightning 8 winners in 4 hours start lightning 
14,RT @247Currency: CryptoTab Browser is the world’s first web browser with built-in mining features. Familiar Chrome user interface is perfec…,1236623509880803328,2020-03-08 12:03:14,TweetDeck,en,,Positif, cryptotab browser is the world s first web browser with builtin mining features familiar chrome user interface is perfec 
15,Btc I can still see the bull runnn for BITSTAMP:BTCUSD by jackrabbits2001 #Bitcoin #Trading https://t.co/QAY11V4u9r https://t.co/BDvSiSX17A,1236623497348157440,2020-03-08 12:03:11,bitcoinagile,en,,Netral,btc i belum masih see the bull runnn for bitstampbtcusd by jackrabbits2001 bitcoin trading 
16,"RT @keyvandavani: #Bitcoin's (monetary) properties Unlike Fiat, Gold, &amp; Silver.

""Liquid"" Stock-to-Flow of #Gold &amp; #Silver
by Matthew Mezin…",1236623481204178945,2020-03-08 12:03:07,Twitter for Android,en,,Netral, bitcoins monetary properties unlike fiat gold sampai silver liquid stocktoflow of gold sampai silver by matthew mezin 
17,RT @Street5Wall: Only Satoshi knows how to steer the Bitcoin ship. Every imposter that tries to subvert Bitcoin gets burned.  Bitcoin is to…,1236623477098110977,2020-03-08 12:03:06,Twitter for Android,en,,Negatif, only satoshi knows how to steer the bitcoin ship every imposter that tries to subvert bitcoin gets burned bitcoin is to 
18,Nigerians Can Now Buy Bitcoin With Cash From Stores and ATMs That Take Naira https://t.co/1lh8nZjod5 via @BTCTN,1236623468596269057,2020-03-08 12:03:04,Twitter for iPad,en,,Netral,nigerians belum now buy bitcoin with cash from stores and atms that take naira via 
19,Btc I can still see the bull runnn #Bitcoin #Trading https://t.co/9Pj1LvIWL8 via [TradingView Ideas] https://t.co/HM0TUMq0rF,1236623466545152000,2020-03-08 12:03:04,Bitcoin News Jar,en,,Netral,btc i belum masih see the bull runnn bitcoin trading via tradingview ideas 
20,"RT @VoskCoin: What are your favorite staking (proof of stake) or masternode coins?

Personally I wish that a portion of Bitcoin went to tho…",1236623463948980224,2020-03-08 12:03:03,Twitter for Android,en,,Positif, what are your favorite staking proof of stake or masternode coins personally i wish that a portion of bitcoin went to tho 
21,"Cricket ― Sheffield Shield round-up: Tasmania trounce NSW, Sutherland strikes thrice https://t.co/eVZCmgX8fx ►… https://t.co/ADKX5U2STJ",1236623462275231745,2020-03-08 12:03:03,dlvr.it,en,,Negatif,cricket sheffield shield roundup tasmania trounce nsw sutherland strikes thrice 
22,"Analyst Who Predicted #Bitcoin Crash to $6,500 Says BTC Gearing Up for Major Move #Crypto https://t.co/c0xDzoch7B v… https://t.co/CrIn0vcbHR",1236623461872734208,2020-03-08 12:03:03,Bitcoin News Jar,en,,Positif,analyst who predicted bitcoin crash to 6500 says btc gearing up for major move crypto v 
23,"F2Pool – Leading #Mining Pool for #Bitcoin, #Ethereum and #Cryptocurrencies  https://t.co/XnILgN1KD1 via [cryptonewsz]",1236623457229602816,2020-03-08 12:03:02,Bitcoin News Jar,en,,Netral,f2pool leading mining pool for bitcoin ethereum and cryptocurrencies via cryptonewsz
