,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,@CokePokes Tell him to pay ya in bitcoin,1236805774031990785,2020-03-09 00:07:29,Twitter for iPhone,en,,Netral, tell him to pay ya in bitcoin
1,"RT @ignxred: Ok last time i try to sell these fort accs

#1 acc

Over 200 skins has wonder, ikonik, nvidia pack and many rare skins
Email a…",1236805772916535297,2020-03-09 00:07:29,Twitter for iPhone,en,,Positif, ok last time i try to sell these fort accs 1 acc over 200 skins has wonder ikonik nvidia pack and many rare skins email a 
2,RT @CryptoLits: 🧪🦠💉💊Can $AMB #Ambrosus contribute to tracking vaccine to beat #coronavirus #CoronaVirusUpdate #Coronavid19 in near future?#…,1236805770026471424,2020-03-09 00:07:28,Twitter for iPhone,en,,Positif, can amb ambrosus contribute to tracking vaccine to beat coronavirus coronavirusupdate coronavid19 in near future 
3,"@JimfromBC Bitcoin? Fuck,",1236805764553093121,2020-03-09 00:07:27,Twitter for iPhone,en,,Negatif, bitcoin fuck
4,RT @stacyherbert: Bitcoin is out performing oil today.,1236805763428954112,2020-03-09 00:07:27,Twitter for Android,en,,Netral, bitcoin is out performing oil today
5,"RT @WilliecapsWorld: 🎉2,000 $DOGE + 10,000 $CORN Daily (8th) Giveaway!

📣3 winners

1⃣Follow US &amp; @BITCORNhub &amp; @MarketTradersTV
2⃣Like &amp; R…",1236805752649420800,2020-03-09 00:07:24,Twitter Web App,en,,Netral, 2000 doge  10000 corn daily 8th giveaway 3 winners 1 follow us amp amp 2 like amp r 
6,RT @BTCsessions: Well... I caved.,1236805749499506693,2020-03-09 00:07:24,Twitter for Android,en,,Netral, well i caved
7,@kaktaka123 @justintron90 @rogerkver @cz_binance All systems eventually centralize. The issue isnt so much centrali… https://t.co/j8baR5JkBe,1236805744781123585,2020-03-09 00:07:22,Twitter Web App,en,,Positif, all systems eventually centralize the issue isnt so much centrali 
8,"RT @RSKsmart: #RSK provides the crucial platform for @moneyonchainok, the first decentralized protocol powered by @Bitcoin. 💪 Together, we…",1236805741832548353,2020-03-09 00:07:22,Twitter Web Client,en,,Positif, rsk provides the crucial platform for the first decentralized protocol powered by together we 
9,"RT @kennagq: Bissaka probably uses Bitcoin 

Cos he's making sterling useless",1236805740536397826,2020-03-09 00:07:21,Twitter for iPhone,en,,Negatif, bissaka probably uses bitcoin cos hes making sterling useless
10,"RT @APompliano: This week in crypto:

1. India overturns crypto ban
2. Fed did emergency 50 bps cut
3. NY power plant mining Bitcoin
4. Lib…",1236805735507353600,2020-03-09 00:07:20,Twitter for iPhone,en,,Netral, this week in crypto 1 india overturns crypto ban 2 fed did emergency 50 bps cut 3 ny power plant mining bitcoin 4 lib 
11,"RT @100trillionUSD: #bitcoin S2F chart adjusted for today's ""crash"" ... nothing really happened, btc still spot on S2F track https://t.co/7…",1236805722475806720,2020-03-09 00:07:17,Twitter for Android,en,,Positif, bitcoin s2f chart adjusted for todays crash  nothing really happened btc still spot on s2f track 
12,RT @HSchendera: French court officially recognizes Bitcoin as money: This article was originally posted on The Bitcoin News - a trusted sit…,1236805716490571776,2020-03-09 00:07:16,Twitter for Android,en,,Positif, french court officially recognizes bitcoin as money this article was originally posted on the bitcoin news  a trusted sit 
13,"RT @4Awesometweet: I wish someone on Twitter gave me a heads up 

😉",1236805714141577221,2020-03-09 00:07:15,Twitter for iPhone,en,,Netral, i wish someone on twitter gave me a heads up 
14,I guess India had a lot of Bitcoin is was waiting to sell.,1236805701273559040,2020-03-09 00:07:12,Twitter Web App,en,,Netral,i guess india had a lot of bitcoin is was waiting to sell
16,"RT @4Awesometweet: This is the most fragile all time high market
 you will ever see.

I don’t know what will set it off, but when the selli…",1236805693224542213,2020-03-09 00:07:10,Twitter for iPhone,en,,Positif, this is the most fragile all time high market you will ever see i don t know what will set it off but when the selli 
17,"🔼 ₿1 = $8,145 (00:07 UTC)
$BTC prices rise!
#Bitcoin $btcusd #btcusd #btc https://t.co/pQKzqTUgIX",1236805685335207936,2020-03-09 00:07:08,Bitcoin Degisti!,en,,Netral, 1  8145 0007 utc btc prices rise bitcoin btcusd btcusd btc 
19,"RT @jessewldn: Crypto has a traditional business model.
Whats new is who benefits from it.

A good mental model is API microservices:

Stri…",1236805679186403328,2020-03-09 00:07:07,Twitter for iPhone,en,,Positif, crypto has a traditional business model whats new is who benefits from it a good mental model is api microservices stri 
20,Is Twitter Helping Justin Sun and Other Cryptocurrency Celebrities Defraud? #CryptoCurrency via… https://t.co/9jwFidf91m,1236805673406681088,2020-03-09 00:07:05,TwinyBots,en,,Negatif,is twitter helping justin sun and other cryptocurrency celebrities defraud cryptocurrency via 
21,"RT @CryptoBTC_Chris: ""Many people are in quarantine"" - WOW!

Surely a ban on fiat would allow people to stay 1.5m away from each other.  Ca…",1236805671523422211,2020-03-09 00:07:05,Twitter for Android,en,,Positif, many people are in quarantine  wow surely a ban on fiat would allow people to stay 15m away from each other ca 
22,All that money in Bitcoin is coming right into #CHAINLINK $LINK while folks remain skeptical. Smh. Open your eyes NON LINKERS,1236805669333995520,2020-03-09 00:07:04,Twitter for Android,en,,Negatif,all that money in bitcoin is coming right into chainlink link while folks remain skeptical smh open your eyes non linkers
