,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @TheMoonCarl: BIG NEWS: #Bitcoin just filled the $7,685 CME gap!

There are now NO MORE GAPS below $BTC

So, we can finally get this bul…",1237049670695780357,2020-03-09 16:16:39,Twitter Web App,en,,Positif, big news bitcoin just filled the 7685 cme gap there are now nomor more gaps below btc so we belum finally get this bul 
1,RT @lopp: Bitcoin markets never halt. 🚀📈📉🔥 https://t.co/UoLVPa7VOg,1237049660440588288,2020-03-09 16:16:36,Twitter Web App,en,,Netral, bitcoin markets never halt 
2,"@BandBed I think bitcoin is still a very +EV asymmetric play. Can lose 100%, but upside is 1-3 orders of mag. Impos… https://t.co/hfGZ8rsn1X",1237049652949716993,2020-03-09 16:16:35,Twitter Web App,en,,Positif, i think bitcoin is masih a very ev asymmetric play belum lose 100 but upside is 13 orders of mag impos 
3,@dayead @Bitcoin_Gyp @RemiGMI @RaoulGMI Where did you get the thousands? We are still in the hundreds and still not… https://t.co/Jr1v392PRR,1237049649925689350,2020-03-09 16:16:34,Twitter for iPhone,en,,Netral, where did you get the thousands we are masih in the hundreds and masih not 
4,@PeterSchiff Anyone investing in Bitcoin or Gold during a time like this is doing it wrong. I've shifted my portfol… https://t.co/EpgYndQcmi,1237049648788971520,2020-03-09 16:16:34,Twitter Web App,en,,Negatif, anyone investing in bitcoin or gold during a time like this is doing it wrong ive shifted my portfol 
5,"RT @JacobCanfield: Never long when plus token moves bitcoin
Never long when plus token moves bitcoin
Never long when plus token moves bitco…",1237049647421698049,2020-03-09 16:16:33,Twitter Web App,en,,Positif, never long when plus token moves bitcoin never long when plus token moves bitcoin never long when plus token moves bitco 
6,"RT @kennagq: Bissaka probably uses Bitcoin 

Cos he's making sterling useless",1237049644498038784,2020-03-09 16:16:33,Twitter for iPhone,en,,Negatif, bissaka probably uses bitcoin cos hes making sterling useless
7,RT @RampCapitalLLC: BITCOIN NEVER HITS CIRCUIT BREAKERS 🚀 🚀 🚀,1237049642854100992,2020-03-09 16:16:32,Twitter for iPhone,en,,Netral, bitcoin never hits circuit breakers 
8,"RT @BtcParabellum: @AMPExchange @coinbase Look at @AMPExchange 

@CRIPTONEWS_br @SinovateP @Sinovatechain @BitcoinNewsBR @criptofacil @port…",1237049641801265152,2020-03-09 16:16:32,Twitter for Android,en,,Netral, look at 
9,"RT @KyberNetwork: ☑️New Token Reserve
@provablethings @pTokens_io Provable BTC (pBTC) is now available on Kyber Network!

$pBTC is accessib…",1237049635996237831,2020-03-09 16:16:31,Twitter for Android,en,,Positif, new token reserve provable btc pbtc is now available on kyber network pbtc is accessib 
