,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @iamjosephyoung: Wow, only Peter Schiff saw this bitcoin drop coming",1236904774190149632,2020-03-09 06:40:53,Twitter for iPhone,en,,Positif, wow only peter schiff saw this bitcoin drop coming
1,"RT @Schuldensuehner: Global mkts in PANIC mode: Oil prices crashed, equities plunged, currencies &amp; bonds saw wild moves as a full-blown pri…",1236904773477171201,2020-03-09 06:40:53,Twitter Web App,en,,Positif, global mkts in panic mode oil prices crashed equities plunged currencies amp bonds saw wild moves as a fullblown pri 
2,"@CryptoGodfatha Plus token scammers dumping 30,000 #BTC. Someone is getting cheap #Bitcoin #BTFD",1236904773070315520,2020-03-09 06:40:53,Twitter for iPad,en,,Positif, plus token scammers dumping 30000 btc someone is getting cheap bitcoin btfd
3,"OSEBX Oslo expected to Open &gt; -(10%)
OMX30 (- 6%)
SPX - Trade stopped due to the heavy decline, we'll come back to… https://t.co/BNRZMJCudC",1236904766363615238,2020-03-09 06:40:51,Twitter Web App,en,,Negatif,osebx oslo expected to open gt 10 omx30  6 spx  trade stopped due to the heavy decline well come back to 
4,buy the blood #bitcoin,1236904763331162113,2020-03-09 06:40:50,Twitter Web App,en,,Netral,buy the blood bitcoin
5,@APompliano @PeterSchiff same thing we said last year sell your gold and buy #Bitcoin #DropGold just not on your fo… https://t.co/Z68FP3RaIE,1236904762890739712,2020-03-09 06:40:50,Twitter Web App,en,,Netral, same thing we said last year sell your gold and buy bitcoin dropgold just not on your fo 
6,"RT @Btcking284: 💰 $100 #Giveaway (2 winners)💰
✅️ Like &amp; Retweet this tweet 
✅Follow @Btcking284
✅Tag 3 friend

Winner will be picked in 72…",1236904762223755264,2020-03-09 06:40:50,Twitter for Android,en,,Netral, 100 giveaway 2 winners like amp retweet this tweet follow tag 3 friend winner will be picked in 72 
7,"RT @BitHades: 🔥 HUGE 50 #BITCOIN GIVEAWAY 🔥 

I’m up 20M in the last week from my amazing calls. I shorted $BTC at 10.5K at high leverage (…",1236904761208844288,2020-03-09 06:40:50,Twitter for iPhone,en,,Positif, huge 50 bitcoin giveaway i m up 20m in the last week from my amazing calls i shorted btc at 105k at high leverage  
8,"How to Track Real-time Bitcoin price using Python 
#python #blockchain 
https://t.co/Dn7ykKcIHU",1236904756368404481,2020-03-09 06:40:49,Twitter Web App,en,,Positif,how to track realtime bitcoin price using python python blockchain 
9,"RT @kennagq: Bissaka probably uses Bitcoin 

Cos he's making sterling useless",1236904752673255424,2020-03-09 06:40:48,Twitter for iPad,en,,Negatif, bissaka probably uses bitcoin cos hes making sterling useless
