,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @Freecryptoo: 🎁 30$ #Btc
FLASH #Giveaway 🎁

⭐️Follow:
@Freecryptoo
⭐️RT + @2Friends
⭐️ Turn on Notifications
In All Accounts 🔔 

⏰ Rolli…",1237527147704487936,2020-03-10 23:53:58,Twitter Web App,en,,Netral, 30 btc flash giveaway follow rt  turn on notifications in all accounts rolli 
1,"RT @DGBGiveaway: $DGB #DigiByte is cheaper, more secure and faster then #Bitcoin $btc and our community is #awesome 💙💙💙#loveislove

@coinki…",1237527138032439297,2020-03-10 23:53:56,Twitter for Android,en,,Positif, dgb digibyte is cheaper more secure and faster then bitcoin btc and our community is awesome loveislove 
2,"RT @NifexC: $2,000,000 NIX give away.
♦Join the link✅
https://t.co/Gc8rtesSkP
💘you can swap NIX to Bitcoin or Etherium
Active community mem…",1237527125294346241,2020-03-10 23:53:53,Twitter Web App,en,,Negatif, 2000000 nix give away join the link you can swap nix to bitcoin or etherium active community mem 
3,"RT @PeterSchiff: Bitcoin is no longer a non-correlated asset. It's positively correlated to risk assets like equities, and negatively corre…",1237527119632027649,2020-03-10 23:53:52,Twitter Web App,en,,Negatif, bitcoin is no longer a noncorrelated asset its positively correlated to risk assets like equities and negatively corre 
4,"New lifestyles deliver results, not new goals.

Focus on your lifestyle as a process, not an outcome. 
#money… https://t.co/Qbpg7ll3u6",1237527118839287808,2020-03-10 23:53:51,Alphaex Capital,en,,Positif,new lifestyles deliver results not new goals focus on your lifestyle as a process not an outcome money 
5,@voice0fcrypto It took over 200 years for people to give worth to the worthless pieces of paper we now use to buy s… https://t.co/ci9X7g9pD8,1237527116750573569,2020-03-10 23:53:51,Twitter for iPhone,en,,Negatif, it took over 200 years for people to give worth to the worthless pieces of paper we now use to buy s 
6,"RT @TheMoonCarl: WTF?? YouTube deleted my latest video and threatened me with a strike! 😡

Why @TeamYouTube?? #Bitcoin is not ""harmful cont…",1237527103723032577,2020-03-10 23:53:48,Twitter for Android,en,,Netral, wtf youtube deleted my latest video and threatened me with a strike why bitcoin is not harmful cont 
7,"RT @blockfolio: CNBC yesterday:

""Do we really need Bitcoin? I'm not a drug dealer, so I don't need to worry about moving money around priv…",1237527102607347712,2020-03-10 23:53:48,Twitter for iPhone,en,,Positif, cnbc yesterday do we really need bitcoin im not a drug dealer so i dont need to worry about moving money around priv 
8,@Coinosphere @BitcoinGent @JKwoski @PeterSchiff @CNBC @remindmetweets Intended?  Intended for what?  I don't concer… https://t.co/4dxYsCKuf1,1237527086035652610,2020-03-10 23:53:44,Twitter Web App,en,,Netral, intended intended for what i dont concer 
9,@GOPLeader Pity @GOP unfund the sciences.,1237527085427478529,2020-03-10 23:53:43,Twitter for iPhone,en,,Negatif, pity unfund the sciences
10,"[Pilot Show] Bitcoin Ideologies &amp; Economic Incentives - Bitcoinomics Ep.1 Pt.2 - Bitstocks Podcast
https://t.co/mowXgEXdI0",1237527082663460865,2020-03-10 23:53:43,Twitter Web App,en,,Positif,pilot show bitcoin ideologies amp economic incentives  bitcoinomics ep1 pt2  bitstocks podcast 
