,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,Listen to Neil Bergquist of Coinme (@Coinme) and Jim Gaherity of Coinstar (@coinstar) talk about #Cryptocurrency Ma… https://t.co/kmOUDnOOHp,1235686678888497153,2020-03-05 22:00:36,Hootsuite Inc.,en,,Netral,listen to neil bergquist of coinme  and jim gaherity of coinstar  talk about cryptocurrency ma 
1,"RT @IrishGirlCrypt1: 🚨1500 #Tron #Crypto #Giveaway🚨

🎁THREE WINNERS GET 500 $TRX EACH🤑

😍Easy Rules:

✅Like &amp; Retweet

✅Follow @IrishGirlCr…",1235686664779051008,2020-03-05 22:00:33,Twitter for Android,en,,Positif, 1500 tron crypto giveaway three winners get 500 trx each easy rules like sampai retweet follow 
2,"Earning #cryptocurrency for selling my stuff on @Listia! Join me using code ""DPJQLC"" for an extra 100 XNK. I just l… https://t.co/QLLhGoqlKD",1235686646563000320,2020-03-05 22:00:29,Listia,en,,Netral,earning cryptocurrency for selling my stuff on join me using code dpjqlc for an extra 100 xnk i just l 
3,"RT @smart_stats: Market Density:

Active cryptocurrencies: 3472 (+6)

Total cryptocurrencies: 5164 (+3)

Active market pairs: 20854 (+170)…",1235686635666157568,2020-03-05 22:00:26,Twitter Web App,en,,Negatif, market density active cryptocurrencies 3472 6 total cryptocurrencies 5164 3 active market pairs 20854 170 
4,"RT @AdeldMeyer: Wow big wins for #crypto two days in a row!! 🎉

First #India now #SouthKorea. Banks are outdated, coronavirus doesn't care…",1235686635322236930,2020-03-05 22:00:26,Twitter for Android,en,,Positif, wow big wins for crypto two days in a row first india now southkorea banks are outdated coronavirus doesnt care 
6,"📢 #Robostopia Smart #CryptoCurrency Trader Bot for #Binance and #Bittrex
✅ Trailing Stop-Loss, Buy or Sell… https://t.co/ktQLxJxD4c",1235686576585351168,2020-03-05 22:00:12,Twitter-RSS-botbittrex,en,,Positif, robostopia smart cryptocurrency trader bot for binance and bittrex trailing hentiloss buy or sell 
7,"RT @ApolloCurrency: Apollo Fintech Solutions

We are inventing state of the art technology to solve today's financial problems.

Visit our…",1235686574949621762,2020-03-05 22:00:12,Twitter for iPhone,en,,Netral, apollo fintech solutions we are inventing state of the art technology to solusi todays financial problems visit kami 
8,"RT @Alpha_Token: 🚀#AirdropAlert🚀

👉#Retweet

🧐Read this great #article to help inform about our #upcoming #products!

&gt;&gt;https://t.co/Tch6VP…",1235686569463263232,2020-03-05 22:00:10,Twitter for iPhone,en,,Positif, airdropalert retweet read this great article to help inform about kami upcoming products begitubegitu 
9,Intel CSME bug is worse than previously thought https://t.co/lXqJL3zwwu #tech #technology #blockchain #innovation… https://t.co/oUTz41Crag,1235686568641380352,2020-03-05 22:00:10,Buffer,en,,Negatif,intel csme bug is worse than previously thought tech technology blockchain innovation 
10,"Binance | TRXBTC | 1h
Tweezer Bottom with swing low formed at EMA100 key level.

$BTC $ETH #bitcoin #仮想通貨 $TRX $XRP… https://t.co/G2mrVsks16",1235686563801001986,2020-03-05 22:00:09,Trading Edge Signal,en,,Netral,binance  trxbtc  1h tweezer bottom with swing kalau formed at ema100 key level btc eth bitcoin  trx xrp 
11,"RT @Alpha_Token: 🪂#AirdropAlert🪂 

👉#Retweet

We have #offers from #mercatox and #crex24 and we want your feedback #Alphas!

👉#Reply with y…",1235686553374113793,2020-03-05 22:00:06,Twitter for Android,en,,Positif, airdropalert retweet we have offers from mercatox and crex24 and we want your feedback alphas reply with ya 
12,"RT @cryptopolis_x: ""In a dramatic turnaround [South Korea] has voted [for] the country’s first crypto-specific legislation in the past few…",1235686549548826630,2020-03-05 22:00:06,Twitter for Android,en,,Negatif, in a dramatic turnaround south korea has voted for the country s first cryptospecific legislation in the past few 
13,"The Bitcoin $BTC price is currently 9124.2 $USD or 8118.83 $EUR.
It's the number #1 cryptocurrency on the Earth wit… https://t.co/m7ROkPwQbG",1235686535363801094,2020-03-05 22:00:02,SimpleAppBB,en,,Netral,the bitcoin btc price is currently 91242 usd or 811883 eur its the number 1 cryptocurrency on the earth wit 
14,"#Bitcoin (#BTC) Likely Targeting $100,000 to $250,000 This Market Cycle, Says Top #Cryptocurrency Strategist Willy… https://t.co/CJT8hi6Nl9",1235686533136449538,2020-03-05 22:00:02,Twitter Web App,en,,Positif,bitcoin btc likely targeting 100000 to 250000 this market cycle says top cryptocurrency strategist willy 
16,"Binance | BATBTC | 1h
Bullish Tasuki Line with swing low formed at EMA20 key level.

$BTC $ETH #cryptocurrency… https://t.co/0CkFehRwS3",1235686530724663296,2020-03-05 22:00:01,Trading Edge Signal,en,,Netral,binance  batbtc  1h bullish tasuki line with swing kalau formed at ema20 key level btc eth cryptocurrency 
17,"To bring screening to Cryptocurrency, answers must be provided to the questionable areas preventing permissibility… https://t.co/x9WWywX72j",1235686523166695431,2020-03-05 21:59:59,HubSpot,en,,Negatif,to bring screening to cryptocurrency answers must be provided to the questionable areas preventing permissibility 
18,RT @karenroweonline: Big things starting to happen in the wider eco system over the Subscription fees will start kicking in and affecting t…,1235686507404505088,2020-03-05 21:59:55,Twitter for iPhone,en,,Netral, big things starting to happen in the wider eco system over the subscription fees will start kicking in and affecting t 
19,RT @bananocoin: $BANANO is an easy-to-use next-gen #cryptocurrency with ongoing free&amp;fair distribution through #airdrops and #giveaways tog…,1235686506762825732,2020-03-05 21:59:55,Twitter Web Client,en,,Positif, banano is an easytouse lanjutgen cryptocurrency with ongoing freesampaifair distribution through airdrops and giveaways tog 
20,"RT @coindesk: OPINION: Cryptocurrency exchanges sometimes treat depositors' assets like fractional reserves, with disastrous results. Time…",1235686492846067713,2020-03-05 21:59:52,Twitter Web App,en,,Negatif, opinion cryptocurrency exchanges sometimes treat depositors assets like fractional reserves with disastrous results time 
