,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @GokuMarket: 📢 GokuMarket #Cryptocurrency #Exchange is live🚀 now!
✅Limit &amp; market trading for 50+ pairs
✅Best in class security
✅Advance…",1235804441174896640,2020-03-06 05:48:33,Twitter Web App,en,,Positif, gokumarket cryptocurrency exchange is live now limit sampai market trading for 50 pairs best in class security advance 
1,Stay Connected with Forexwhizz #forexsignals #cryptocurrency #forexlifestyle #investment #entrepreneur #crypto… https://t.co/WFc16akpFo,1235804417930084352,2020-03-06 05:48:28,Twitter Web App,en,,Netral,stay connected with forexwhizz forexsignals cryptocurrency forexlifestyle investment entrepreneur crypto 
2,"RT @TheCryptoApp: 🔥 Get $50 worth of $BTC! 🔥

✅ Like &amp; Retweet
✅ Follow @TheCryptoApp

Random winner will be selected on Monday, May 6th at…",1235804411730907139,2020-03-06 05:48:26,Twitter Web App,en,,Negatif, get 50 worth of btc like sampai retweet follow random winner will be selected on monday may 6th at 
3,"🔥Hot Bonuses🔥 are up for grabs at mBitcasino🎰! 
Enjoy a weekend full of wins 🤑 with the help of these 🐉 massive rel… https://t.co/uBQGe4EQkx",1235804360619069440,2020-03-06 05:48:14,Twitter Web App,en,,Positif, hot bonuses are up for grabs at mbitcasino  enjoy a weekend full of wins with the help of these massive rel 
4,"RT @LORDSTYLE007: Follow  @Alpha_Token &amp; @LORDSTYLE007 
1 winner get 5000 #RPD in 24 hours

#Retweet
#vote for Alpha Token
comment #mercato…",1235804295926140931,2020-03-06 05:47:58,Twitter Web App,en,,Netral, follow sampai 1 winner get 5000 rpd in 24 hours retweet pilih for alpha token comment mercato 
5,"RT @CryptotweetsO: #Airdrop 25,000 FREE CVC REGISTER here⬇️
 https://t.co/hF0oZuuFgj

#bitcoin #cryptocurrency #crypto #CryptoNews #btc #bi…",1235804246827810816,2020-03-06 05:47:47,Twitter Web Client,en,,Positif, airdrop 25000 free cvc register here bitcoin cryptocurrency crypto cryptonews btc bi 
6,"RT @HSchendera: Indian Supreme Court Lifts Cryptocurrency Ban Imposed by RBI: After some hard weeks for digital currencies, the Indian Supr…",1235804186312237056,2020-03-06 05:47:32,dlvr.it,en,,Negatif, indian supreme court lifts cryptocurrency ban imposed by rbi after some hard weeks for digital currencies the indian supr 
7,"RT @IAMAIForum: IAMAI welcomes the Supreme Court’s landmark judgement on the allowing cryptocurrency exchanges to use banking facilities.
@…",1235804154032840704,2020-03-06 05:47:25,Twitter for Android,en,,Netral, iamai welcomes the supreme court s landmark judgement on the allowing cryptocurrency exchanges to use banking facilities 
8,"RT @IrishGirlCrypt1: 🚨1K #Tron #Crypto #Giveaway🚨

🎁TWO WINNERS GET 500 $TRX EACH😃

🧜‍♀️Rules:

✅Like &amp; Retweet

✅Follow @IrishGirlCrypt1…",1235804152611004416,2020-03-06 05:47:24,Twitter for Android,en,,Netral, 1k tron crypto giveaway two winners get 500 trx each rules like sampai retweet follow 
9,"The latest The bitcoin, cryptocurrency, ethereum Daily! https://t.co/oqvZ2ZP1on",1235804144994103296,2020-03-06 05:47:22,Paper.li,en,,Positif,the latest the bitcoin cryptocurrency ethereum daily 
10,"RT @Energicrypto: What's happening with #Energi? @IvanOnTech features our President Ryan Lucchese in his latest video. Check it out now.

h…",1235804137167544321,2020-03-06 05:47:21,Twitter for iPad,en,,Positif, whats happening with energi features kami president ryan lucchese in his latest video check it out now h 
12,"RT @percymild: First Round @ionomics #Airdrop
$XDM rewards for $ATOMs Holder. Congratss 🎉

@ionomics @inflationsucks #Blockchain #Bitcoin #…",1235804055634468864,2020-03-06 05:47:01,Twitter Web App,en,,Positif, first round airdrop xdm rewards for atoms holder congratss blockchain bitcoin  
13,RBI to seek review of Supreme Court order on cryptocurrency https://t.co/UZs4vJkvzY via @economictimes,1235804035468296192,2020-03-06 05:46:56,Twitter Web Client,en,,Netral,rbi to seek review of supreme court order on cryptocurrency via 
14,Advanced promo will cost 1000 Lydian Lion Tokens to upgrade. The partner will receive 15000 Lydian Life coins on hi… https://t.co/71wla0czxs,1235803993273561089,2020-03-06 05:46:46,Twitter Web App,en,,Positif,advanced promo will cost 1000 lydian lion tokens to upgrade the partner will receive 15000 lydian life coins on hai 
16,"If you had bought 10000 #EURO of #BITCOIN the 10-09-2013
Today, 2368.25 days later, You would have 837412.37 EURO a… https://t.co/YN2VQ1J76j",1235803944925794304,2020-03-06 05:46:35,shohk_com,en,,Netral,if you had bought 10000 euro of bitcoin the 10092013 today 236825 days later you would have 83741237 euro a 
17,"RT @a__lega: #BTC #crypto #ATMCASH 
The https://t.co/v24VUluOS6  cryptocurrency exchange is expanding its list of accessible trading instru…",1235803938911178758,2020-03-06 05:46:33,Twitter Web Client,en,,Positif, btc crypto atmcash the cryptocurrency exchange is expanding its list of accessible trading instru 
18,#cryptokolegalkaro @imrankhan  please legalise cryptocurrency...  its not make any sense to ban it... even india le… https://t.co/Dfxe96CxNV,1235803891276468226,2020-03-06 05:46:22,Twitter Web App,en,,Netral,cryptokolegalkaro please legalise cryptocurrency its not make any sense to ban it even india le 
19,"RT @spiritualXRP: *BREAKING* WOOOW ARE REGULATIONS HERE!!!? 💯💯😳😳😳💥🚀🚀🚀

@thebearablebull⁩ ⁦@CKJCryptonews⁩ ⁦@XRPVenture⁩ ⁦@crypto_ceej⁩

#XR…",1235803884372688896,2020-03-06 05:46:20,Twitter for iPhone,en,,Netral, breaking wooow are regulations here xr 
20,"RT @zhusu: Cryptocurrency now fully legal in South Korea

https://t.co/sqt07uxW8j",1235803876948733952,2020-03-06 05:46:19,Twitter Web App,en,,Positif, cryptocurrency now fully legal in south korea 
21,"Join me to get @Listia's new $XNK #cryptocurrency for free! Use code ""CRXHPW"" for an extra 100 XNK. Just got this w… https://t.co/N9g2dEcdP4",1235803864072359936,2020-03-06 05:46:15,Listia,en,,Positif,join me to get new xnk cryptocurrency for free use code crxhpw for an extra 100 xnk just got this w 
22,"RT @Alpha_Token: 🪂#AirdropAlert🪂 

👉#Retweet

We have #offers from #mercatox and #crex24 and we want your feedback #Alphas!

👉#Reply with y…",1235803852185591808,2020-03-06 05:46:13,Twitter for Android,en,,Positif, airdropalert retweet we have offers from mercatox and crex24 and we want your feedback alphas reply with ya 
23,"RT @IrishGirlCrypt1: 🚨1500 #Tron #Crypto #Giveaway🚨

🎁THREE WINNERS GET 500 $TRX EACH🤑

😍Easy Rules:

✅Like &amp; Retweet

✅Follow @IrishGirlCr…",1235803845726326785,2020-03-06 05:46:11,Twitter for Android,en,,Positif, 1500 tron crypto giveaway three winners get 500 trx each easy rules like sampai retweet follow 
24,"""For amateurs who think trading is all about dedicating time and their capital, value is the ultimate element in tr… https://t.co/vrQMfENe1X",1235803809928171525,2020-03-06 05:46:03,Twitter for Android,en,,Netral,for amateurs who think trading is all about dedicating time and their capital value is the ultimate element in tr 
25,"1 Bitcoin ( #BTC )
Dollar: 9127.85$ 

1 Bitcoin Cash ( #BCH )
Dollar: 3,50.08$ 

1 Ethereum ( #ETH )
Dollar: 233.83… https://t.co/HRMVCmQirS",1235803761253072899,2020-03-06 05:45:51,RdemirTwitBot,en,,Netral,1 bitcoin  btc  dollar 912785 1 bitcoin cash  bch  dollar 35008 1 ethereum  eth  dollar 23383 
26,RT @MissDelhiCA: Is Cryptocurrency a virtual currency or a commodity as per accounting standards in India ?🤔🤔🤔🤔@Vinkashyap @CAclubindia @Ah…,1235803671184551936,2020-03-06 05:45:29,Twitter for Android,en,,Netral, is cryptocurrency a virtual currency or a commodity as per accounting standards in india  
28,"RT @cybermiles: What kind of marketing promotions for #CyberMiles would you like to see? 

#btc #eth #bitcoin #cryptocurrency #crypto #cmt…",1235803631657472002,2020-03-06 05:45:20,Twitter for Android,en,,Positif, what kind of marketing promotions for cybermiles would you like to see btc eth bitcoin cryptocurrency crypto cmt 
29,"RT @NomicsFinance: How to explain Proof-of-Work to non-technical people w/ independent #cryptocurrency researcher, @hasufl.

(From episode…",1235803587126661120,2020-03-06 05:45:09,Twitter Web App,en,,Netral, how to explain proofofwork to nontechnical people w independent cryptocurrency researcher from episode 
30,"RT @CryptoAdventure: 💷 20000 $NPXS #PundiX Crypto Giveaway

☀️ 2 winners picked in 7 days

How 👇
1️⃣ Follow @ShrimpyApp &amp; us
2️⃣ Like &amp; RT…",1235803574308757505,2020-03-06 05:45:06,Twitter for Android,en,,Netral, 20000 npxs pundix crypto giveaway 2 winners picked in 7 days how 1 follow sampai us 2 like sampai rt 
32,RT @Omkar_Raii: .@scigovin overturning the ban imposed by @RBI on the trading of #cryptocurrency in India is a historic judgement to encour…,1235803505505390592,2020-03-06 05:44:50,Twitter Web App,en,,Netral,  overturning the ban imposed by on the trading of cryptocurrency in india is a historic judgement to encour 
33,"RT @AirdropDet: 🔍New #Airdrop: Trust Wallet

💲 Total reward: 100 TWT + 100 TWT per referral

✔️ Trust Wallet is owned by Binance.

🔴 Downlo…",1235803484043112448,2020-03-06 05:44:45,Twitter for Android,en,,Positif, new airdrop trust wallet total reward 100 twt  100 twt per referral trust wallet is owned by binance downlo 
34,"RT @InsureToken: 🏦 Interesting read about #insurance of #crypto #assets, that is no longer just a future possibility! #inSure System provid…",1235803458164248577,2020-03-06 05:44:39,Twitter Web App,en,,Positif, interesting read about insurance of crypto assets that is nomor longer just a future possibility insure system provid 
35,"RT @p2pb2b: HnB Exchange Token IEO on P2PB2B starts today
🔹Participate in IEO: https://t.co/w8PlnrcWNg   

@HnB_exchange is a cryptocurrenc…",1235803456260071425,2020-03-06 05:44:38,Twitter for Android,en,,Netral, hnb exchange token ieo on p2pb2b starts today participate in ieo is a cryptocurrenc 
36,"RT @WinPlayApp: @PlayRoyal_EN is launching a new competition on https://t.co/oJubOv8VSV! 25 Million PLAY #tokens in #prizes!

Details: http…",1235803448483999744,2020-03-06 05:44:36,Twitter for Android,en,,Positif, is launching a new competition on 25 million play tokens in prizes details http 
37,"I had taken a bit of a break to remake my social media and rebrand myself to be positioned with 2020.

The boys are… https://t.co/SR2DhQBKIz",1235803442980872194,2020-03-06 05:44:35,Twitter for iPhone,en,,Positif,i had taken a bit of a break to remake my social media and rebrand myself to be positioned with 2020 the boys are 
40,RT @imnotalosermom: @13luvr it’s the stimulation!!! the federal reserve is a scam and has helped ENSLAVE us to capitalism!! cryptocurrency…,1235803205336027136,2020-03-06 05:43:38,Twitter for iPhone,en,,Netral, it s the stimulation the federal reserve is a scam and has helped enslave us to capitalism cryptocurrency 
41,RT @clet_ug: Crypto regulation went to the India Supreme Court. The Exchanges scored a victory yesterday. The Central Bank of India’s circu…,1235803181835141121,2020-03-06 05:43:33,Twitter for Android,en,,Netral, crypto regulation went to the india supreme court the exchanges scored a menang yesterday the central bank of india s circu 
42,"RT @pyrrhosgold: The Public Sale of #PGold Token with a discount o 10% starts on March 19 on https://t.co/cFFfJvT0fs, do not miss the chanc…",1235803137866428416,2020-03-06 05:43:22,Twitter for Android,en,,Netral, the public sale of pgold token with a discount o 10 starts on march 19 on do not miss the chanc 
43,"RT @GaiminIo: Always eager to spread the Gaimin message. Yesterday our team met up in Amsterdam to discuss next steps. 

It was great to me…",1235803136972877826,2020-03-06 05:43:22,Twitter for Android,en,,Positif, always eager to spread the gaimin message yesterday kami team met up in amsterdam to discuss lanjut steps it was great to me 
44,First reaction to the Supreme Court Judgment by a lawyer in the Blockchain and Crypto industry Varun Sethi… https://t.co/SvLt10uvBT,1235803121743351810,2020-03-06 05:43:18,Twitter Web App,en,,Positif,first reaction to the supreme court judgment by a lawyer in the blockchain and crypto industry varun sethi 
