,tweets,id,date,source,lang,place,sentiment,tweet_bersih
0,"RT @bytesmix: 02am(GMT), Santa coin Airdrop!!
Its listed on Borabit exchange market today.
$3 worth each airdrop. total 4 times.
#airdrop #…",1238272081101492228,2020-03-13 01:14:04,Twitter Web App,en,,Positif, 02amgmt santa coin airdrop its listed on borabit exchange market today 3 worth each airdrop total 4 times airdrop  
1,"-13.16%↘️price down probability 57%
558 #BTC is transferred from unknown wallet to unknown wallet, 15 counted trans… https://t.co/2HRmkUPCcf",1238272041687621632,2020-03-13 01:13:55,Twitter Web App,en,,Negatif,1316 price down probability 57 558 btc is transferred from unknown wallet to unknown wallet 15 counted trans 
2,"Cryptocurrency Broker / Investment Broker Miami, Florida CRYPTO CRYPTO NEWS - https://t.co/2M6pdxnR7L",1238272037027790850,2020-03-13 01:13:54,Crypto Crypto News ,en,,Netral,cryptocurrency broker  investment broker miami florida crypto crypto news  
3,"RT @USAO_DC: Dutch National Charged in Takedown of Obscene Website Selling Over 2,000 ""Real Rape"" and Child Pornography Videos, Funded by C…",1238271919423553536,2020-03-13 01:13:26,Twitter for iPhone,en,,Positif, dutch national charged in takedown of obscene website selling over 2000 real rape and child pornography videos funded by c 
4,"+3.23%↗️price up probability 65%
601 #BTC is transferred from unknown wallet to unknown wallet, 107 counted transac… https://t.co/2rUnlV9hjA",1238271909059534848,2020-03-13 01:13:23,Twitter Web App,en,,Negatif,323 price up probability 65 601 btc is transferred from unknown wallet to unknown wallet 107 counted transac 
5,"RT @Bybit_Official: Trade on #Bybit - The Best #Cryptocurrency Derivatives Exchange

 $BTC | $ETH | $EOS | $XRP
🚫 No overloads &amp; downtimes…",1238271845847228416,2020-03-13 01:13:08,Twitter for iPhone,en,,Positif, trade on bybit  the best cryptocurrency derivatives exchange btc  eth  eos  xrp no overloads amp downtimes 
6,"RT @AtomarsExchange: ROUND 2 of the project voting competition is ON!
Visit https://t.co/6mZ0cizwx3 and vote for your favorite project toda…",1238271832400072704,2020-03-13 01:13:05,Twitter Web App,en,,Positif, round 2 of the project voting competition is on visit and vote for your favorite project toda 
7,"Christian pastor is beheaded by Islamists in Nigeria after a.. 
DailyMailUK - News - Noticia - Bitcoin - CryptoCurr… https://t.co/Zofk1TY5gU",1238271702729187335,2020-03-13 01:12:34,MEGNEW,en,,Netral,christian pastor is beheaded by islamists in nigeria after a dailymailuk  news  noticia  bitcoin  cryptocurr 
8,Check out my #Gig on #Fiverr: #promote you on my #twitch #stream with #social #media platform https://t.co/zlVsAOnidz #streamer #gamer,1238271699960975360,2020-03-13 01:12:33,Twitter Web Client,en,,Positif,check out my gig on fiverr promote you on my twitch stream with social media platform streamer gamer
9,"Been wanting to get into cryptocurrency but didn’t know when to start? 

⏰ Now is a pretty good time to buy Ethereu… https://t.co/BEHS5vGKDj",1238271699063394309,2020-03-13 01:12:33,Twitter for iPhone,en,,Positif,been wanting to get into cryptocurrency but didn t know when to start now is a pretty good time to buy ethereu 
10,"Nissan takes over from Ford with new four-year deal as the m.. 
DailyMailUK - News - Noticia - Bitcoin - CryptoCurr… https://t.co/wBpjUC9yN5",1238271698920669185,2020-03-13 01:12:33,MEGNEW,en,,Positif,nissan takes over from ford with new fouryear deal as the m dailymailuk  news  noticia  bitcoin  cryptocurr 
11,"Coronavirus live updates: Italy's death toll tops 1,000, For.. 
CNBC - News - Noticia - Bitcoin - CryptoCurrency -… https://t.co/o4GhX9t25y",1238271689001222144,2020-03-13 01:12:31,MEGNEW,en,,Positif,coronavirus live updates italys death toll tops 1000 for cnbc  news  noticia  bitcoin  cryptocurrency  
14,"RT @ICEgov: Dutch national charged in takedown of obscene website selling over 2,000 ""real rape"" and child pornography videos, funded by cr…",1238271646181527557,2020-03-13 01:12:21,Twitter for iPhone,en,,Positif, dutch national charged in takedown of obscene website selling over 2000 real rape and child pornography videos funded by cr 
15,"RT @dutchcryptoboss: Come on #DAPSfam, we are not there yet so continue to help and support us with the voting on @DigiFinex.💪

#DAPS $DAPS…",1238271592565702656,2020-03-13 01:12:08,Twitter for Android,en,,Netral, come on dapsfam we are not there yet so continue to help and support us with the voting on daps daps 
17,"New article: ""Best Luxury Sports Car"" has been published on Fintech Zoom - https://t.co/8baMtP5Xbl @FintechZoom… https://t.co/Y8BChrLthP",1238271571246096384,2020-03-13 01:12:03,App for FintechZoom.com,en,,Positif,new article best luxury sports car has been published on fintech zoom  
18,"Whelp, this is it. If anyone told me ""a physical virus will end cryptocurrency"", i never would have believed you, b… https://t.co/rmNcebeCuK",1238271569140514816,2020-03-13 01:12:02,Twitter for Android,en,,Netral,whelp this is it if anyone told me a physical virus will end cryptocurrency i never would have believed you b 
19,"RT @IrishGirlCrypt1: 🚨FLASH #Bitcoin #Crypto #Giveaway🚨

🎁WINNER GETS 0.0041 #BTC 🤑

🧜‍♀️Rules:

✅Like &amp; Retweet

✅Follow  @Gibsooncorp &amp; @…",1238271555227926530,2020-03-13 01:11:59,Twitter Web App,en,,Netral, flash bitcoin crypto giveaway winner gets 00041 btc rules like amp retweet follow amp 
20,"RT @AtomarsExchange: Round 2 of the project voting competition will be launched on March 9, 2020.

Comment below and suggest the projects w…",1238271542145867776,2020-03-13 01:11:56,Twitter Web App,en,,Negatif, round 2 of the project voting competition will be launched on march 9 2020 comment below and suggest the projects w 
